0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
50.079365,14.07757,4.3361554,4.500986,12.547884,20.051802,25.710636,35.42439,30.933949,9.01833,5.1255436,4.955864,22.830505,73.83121,90.44081,51.940895,19.328506,3.6789932,4.6439056,5.506691,12.755721,53.271133,105.761925,73.731575,15.293282,3.3198032,3.321846,6.8371086,17.477,32.506596,51.481956,37.032585,66.41093,20.119724,6.853527,12.028743,42.774864,37.067013,22.725107,36.762405,19.093956,5.166527,3.1280365,16.315037,92.55046,97.835266,66.082115,28.242323,65.22129,13.81426,3.7298355,3.5238724,12.460581,36.010372,81.688286,83.30477,59.31519,15.347645,6.91963,8.718143,18.058401,25.637096,42.971962,56.147575,64.29788,20.060339,8.156081,18.624474,53.514076,27.76352,13.048861,26.808405,21.726322,12.581484,11.366703,46.776093,108.25139,45.320007,8.167749,8.656624,83.7332,44.3169,15.007729,13.697365,16.848717,8.825699,8.400185,26.744291,71.71452,30.646461,13.414752,14.5479355,21.6619,14.889021,11.171371,27.081402,37.075676,12.535448,6.3420296,13.544062,30.836224,15.434931,7.6896706,15.233673,20.51838,17.172436,18.478815,40.65152,68.06839,18.689667,4.991377,7.9499607,60.121742,38.21637,20.292175,19.706892,17.16379,6.5315742,4.0772476,13.123588,44.49433,20.905132,8.828544,10.318004,15.626423,9.088024,5.163706,13.714533
19.976562,25.187191,22.998707,27.383545,22.141823,8.343847,4.510853,6.427184,34.19254,71.47993,71.881485,44.413845,18.734192,5.2176685,3.0509586,6.2200584,22.06525,52.172176,79.72212,66.60792,22.756132,3.9347448,2.3099537,4.5893574,24.582914,30.391483,29.947308,28.031254,17.7608,5.948098,3.5883589,6.5070114,52.304474,28.794128,19.548409,26.352333,32.718945,25.650196,19.264412,25.832779,101.519745,73.75335,42.34922,27.39637,19.405787,12.366556,12.715998,44.10269,27.600544,35.694283,51.695488,70.29773,75.88968,38.84953,13.446459,11.865177,33.75102,26.362345,22.315783,34.26982,50.84764,29.090778,15.950037,18.078678,48.575706,11.515645,6.7344294,14.592373,36.424385,40.49756,28.790012,36.704304,109.377464,18.415073,4.199417,6.0422993,20.861504,34.79674,39.189835,96.34943,32.22802,7.0190735,4.7471676,15.856812,81.631165,96.0196,48.778336,37.641613,41.654236,14.043218,7.6881814,13.19125,43.71343,44.52568,28.32647,34.525074,21.376934,7.0280485,4.9000835,9.880058,24.41048,23.13133,12.905397,16.773493,64.03667,9.10119,3.6625443,5.776331,18.866724,33.703053,39.707523,69.776535,28.79419,6.9783726,3.665104,7.9193115,41.5548,70.35878,44.207977,35.708946,33.708256,9.8040905,4.73289,6.7028503,17.031956,20.405657,16.192547,23.84674
10.490875,3.885354,3.0563993,7.520952,13.057305,10.628759,11.92132,13.703197,37.313107,5.6589394,3.2738037,7.251424,17.824621,17.202734,21.043686,35.89638,97.16763,22.043621,12.33383,18.030066,15.322501,7.7996855,11.054892,55.579308,27.017992,12.67668,15.696329,32.50122,32.601616,8.950383,5.5979505,14.581709,14.126823,8.916171,11.003401,18.91269,21.149704,12.007607,10.882721,13.212954,33.576653,8.387371,10.837227,18.905914,24.117224,15.875053,15.447281,25.792969,124.833336,24.036774,8.799778,13.953733,13.127305,5.6672287,9.13348,87.56493,61.17975,19.183916,20.485086,49.409615,49.878708,16.564579,11.39522,31.749378,17.536083,32.57142,59.8757,41.4339,15.143759,4.198661,3.659441,7.2290745,15.895966,40.429634,98.45407,62.60768,15.220791,4.2695866,2.751299,4.5625725,116.95007,77.14074,68.985054,27.693806,7.932255,2.1767044,3.1947594,41.999187,75.24903,30.609833,24.728031,45.891037,41.48667,11.97089,10.41744,30.255758,28.259203,44.865658,62.793274,29.232021,4.803164,1.2575555,1.6946325,7.56126,22.18583,62.366165,113.93767,57.329567,6.516656,2.1806698,2.8965816,6.6301994,38.041103,73.51566,107.67421,53.426758,10.656897,3.8689995,3.51799,6.7255125,27.646688,25.89131,28.71149,35.802254,22.6176,6.652542,5.292431,9.547449
47.062843,24.473885,14.917924,14.199689,10.164031,7.0481315,9.607212,23.774614,19.192076,30.306551,67.572556,72.345505,33.173946,10.939396,5.5113106,8.061267,18.545115,42.862312,80.5811,54.714813,17.96769,8.562395,6.158392,7.5337486,17.24041,30.626139,31.312336,20.680166,14.6197195,8.943659,6.094427,7.2361383,102.00338,23.654507,6.758972,6.2808,6.630575,9.10111,18.635387,64.31126,89.03075,52.72316,68.63424,46.788895,12.758729,7.646311,10.469494,41.632328,9.596127,37.938774,93.080315,73.25676,46.33207,43.10779,13.784502,5.1022377,12.66729,20.56339,29.65955,35.98426,54.975346,49.223373,17.81938,8.6090145,98.935776,23.434952,7.2709637,6.018379,7.6893597,7.7059984,14.803642,58.84471,96.68544,18.959345,5.0915985,3.864439,9.101084,49.20822,67.49576,84.50426,10.208595,6.571186,7.7970886,11.657879,45.02217,111.32167,82.51663,19.918026,20.529366,14.956017,10.497124,12.836831,38.340443,70.219795,34.557526,16.57513,43.463783,18.714222,7.9279947,6.178131,7.086098,7.158237,10.280875,24.589098,40.354565,14.384476,7.177517,7.8659477,16.393538,46.102966,52.149956,42.366238,19.090395,17.38515,13.465771,13.908836,24.248486,59.60211,41.589993,17.308165,20.503773,17.523623,11.559223,9.123463,12.002466,18.850859,12.297468,11.7091675
17.521828,7.310999,4.002829,2.9201183,6.2332397,25.974644,49.8307,29.05989,15.770386,8.268087,6.180769,5.0452785,8.983425,50.18197,98.01653,45.33155,41.093555,8.583027,6.269165,7.870331,9.703344,23.75525,69.68699,74.08219,28.613407,11.8769,9.989208,12.761689,12.747279,7.7048025,9.264939,20.349186,11.263271,5.6439133,6.174323,8.889082,19.33908,52.268684,65.64276,25.076279,13.971291,4.7773895,5.888748,7.4385653,15.77392,70.51483,101.85816,39.86977,121.45979,17.046162,2.8242836,2.0272827,2.5398178,13.891127,53.20039,109.55208,90.172195,19.926573,11.158476,15.6586075,16.535473,10.4472275,9.188559,40.97775,9.481655,21.246939,44.99166,35.891438,22.498175,19.103653,12.317496,7.459755,13.727509,45.131996,88.78104,44.207596,16.405407,14.298689,9.359457,5.6593437,121.280334,93.70544,50.761047,9.777536,2.5856533,2.0345497,3.633957,32.21818,96.75981,29.679535,7.737157,9.796187,13.822801,14.758081,12.747987,32.197365,13.945995,34.187977,51.10962,23.692026,6.387253,3.055503,3.4608154,5.647973,15.419271,60.730186,100.777565,33.337666,6.139574,3.8633986,4.637417,5.624649,35.395256,77.43085,76.9376,20.32109,8.909897,7.196396,6.0629253,7.7538166,32.587444,23.99995,10.354933,7.398157,9.855272,11.069083,9.374378,12.989893
21.673038,7.8365583,5.190601,5.7386866,11.789878,27.914845,43.32738,37.421974,14.007971,6.3198414,6.150522,8.346229,22.92151,77.261765,94.58255,43.368675,21.512283,5.8643007,5.5612717,11.097189,28.751589,64.64201,77.353165,46.404198,26.734112,11.066191,8.896894,12.526542,17.677668,18.171356,18.054592,24.773685,17.556797,8.324522,11.877401,28.444809,39.78194,42.547504,44.661896,33.13095,12.95145,4.417492,8.4561615,33.603867,50.628716,77.76691,82.986336,34.12189,94.646835,30.981262,10.219793,8.654919,10.591276,29.331892,52.046143,69.07039,71.26737,35.997963,24.51945,23.79183,20.14381,12.199889,10.708782,31.941025,30.951986,24.14331,33.968872,55.72139,32.539055,11.634275,10.948781,20.555248,19.4206,18.933174,52.017365,106.75914,56.716206,11.635511,6.4393253,8.717854,107.20259,64.971245,35.09278,37.059475,11.481591,3.2031288,3.982151,33.747776,81.46943,40.334892,24.054565,24.723072,21.566717,11.434233,8.791437,29.062239,32.748386,16.741247,16.332687,23.89833,13.39559,6.849582,9.568103,22.392391,27.200584,19.333355,39.46551,80.49054,38.734344,10.618169,9.157728,17.773436,62.35807,46.44657,42.78224,50.656178,19.642685,5.235201,4.643486,18.92862,45.880116,20.431862,11.184167,14.4468,16.329418,8.990797,8.244374,21.341736
81.62931,16.02255,2.9937143,4.189207,4.756901,2.9674864,3.5901327,23.09152,93.10423,42.931065,19.908566,23.843334,14.155371,4.567566,3.3748055,20.513763,18.0952,16.314528,18.314625,53.992554,66.48486,11.360934,3.7658024,6.4124336,9.463844,5.666708,4.6954947,20.265625,46.031624,13.244337,4.071415,6.6980095,108.48582,13.726809,3.3196192,7.6892366,9.966179,5.7004013,6.2893906,40.082657,127.79082,39.340847,13.141661,16.661617,13.030115,4.444805,4.588827,50.18193,20.59114,14.412355,13.479902,60.93853,100.8239,27.464914,4.973625,6.7065277,14.843544,9.457326,7.872324,34.16291,74.71814,24.135384,7.669151,10.689281,102.21306,17.192978,5.5889244,9.924841,12.047719,6.869671,4.488673,29.558887,130.6181,22.746876,3.7604694,4.4563923,11.566503,12.899678,11.964752,74.27328,23.837463,6.158024,5.9211197,39.906067,95.834656,42.946106,15.8346615,24.51508,12.62809,8.642781,8.778216,39.83188,79.07165,23.006323,5.735508,9.586615,66.39609,11.568937,3.9574652,6.9925027,7.3997216,3.6955123,2.591483,19.13536,104.98077,13.622856,3.523882,5.137951,11.530028,14.141623,15.409771,63.564964,25.398575,5.3884697,3.8034096,14.335855,55.605114,38.754364,21.749462,33.093967,7.1354256,3.9373035,3.6228476,20.525015,51.90385,18.65916,5.339634,8.303229
32.30145,15.985809,9.979435,10.129788,10.441123,7.8327003,8.563026,18.568077,35.315617,42.926907,64.93907,47.242012,15.773054,5.599123,4.9013023,12.709105,11.012726,21.060993,81.64614,70.233,17.2539,6.209119,5.9973183,8.707205,15.636275,21.16954,42.374832,27.34108,6.284506,3.8908625,4.9908156,9.54044,82.04671,23.364532,8.187988,12.070225,15.038361,11.267444,11.488626,33.404915,117.84335,75.06793,58.103943,28.302065,4.7426567,2.9764328,4.6596756,38.0639,13.870522,30.930557,106.27868,92.726,18.841732,14.938853,11.2688675,6.4969177,10.219868,26.146734,78.85799,67.82946,20.58926,14.845451,12.093627,7.0745354,81.90013,21.72623,11.44676,14.341212,15.464647,9.273161,7.696401,30.397848,120.83658,29.639656,5.5187263,3.7889805,7.687045,25.19147,31.665247,82.535995,16.074963,6.193327,9.810711,13.892959,29.783718,101.81438,87.945724,28.275913,12.088917,5.527872,9.2673435,14.99579,23.002104,66.76048,74.14938,32.881603,37.29065,15.839007,9.1901455,10.933397,11.1546135,6.6751947,6.035429,18.442553,61.54986,13.540482,4.880432,6.9285564,18.143242,39.32789,41.6234,57.616802,9.724916,5.0358467,5.3973656,8.789993,33.348793,86.76205,61.73433,20.319874,15.880241,6.686475,4.8397646,4.726171,9.881537,29.358688,33.559326,24.59146
47.35582,19.88032,5.4534674,6.4169054,10.408526,9.649444,8.898542,17.179869,83.613914,73.57897,28.03892,10.513651,6.664524,4.7521095,4.8323097,17.431337,32.534267,52.639618,44.082462,22.531977,11.906986,5.2956114,3.641159,7.394205,11.374235,17.665432,19.465708,19.327711,15.427566,7.480923,4.4421177,5.155504,93.88283,23.995424,6.687575,10.432222,17.041115,13.531921,11.334516,32.884098,124.45207,74.50366,18.15538,7.011566,5.140295,4.0202217,5.862789,42.032177,28.210001,35.74933,30.24919,24.264412,24.445127,28.18739,16.71712,10.520836,11.043606,11.583755,12.217407,18.419209,32.157066,40.738335,24.654747,12.156315,77.578735,12.425295,8.400263,11.625889,19.536572,15.0602,13.617379,50.318367,118.033165,14.001616,2.7114716,2.515564,4.983776,18.951183,75.493515,115.79618,13.92207,3.884552,3.335184,4.8191586,17.394875,95.65387,113.81433,40.16087,11.533924,4.5207615,2.7096949,3.9067984,20.490814,79.77179,83.9292,29.414623,18.563076,6.6090555,6.7729397,9.02438,15.334516,12.942131,12.537336,23.471806,25.476543,6.0158844,5.321911,6.785984,10.883404,27.561794,86.02315,73.80003,10.772961,5.743435,4.6572113,3.810892,7.269719,60.354958,105.854546,35.780685,14.997802,6.1211424,3.4352684,2.2095013,5.3947926,31.79327,52.457767,24.640215
37.332596,19.134972,4.920068,3.6112518,7.9568367,15.753776,17.537813,18.846638,42.860733,28.437359,11.601574,8.712672,10.994606,13.471888,12.338121,19.068062,16.397371,21.758093,19.02603,19.718122,20.325056,11.001117,3.169691,3.9753475,7.4007072,11.707364,11.625277,12.197604,16.616611,12.029139,3.2257428,2.7516356,66.03996,16.185738,2.3759146,2.118699,12.259169,48.072346,48.753998,52.450645,103.061646,30.374699,4.90691,2.9547482,6.989052,20.0399,25.772137,58.607925,25.20269,16.31002,9.829325,10.524767,27.078842,55.272438,25.3726,11.167145,18.86628,11.884371,8.109247,10.670538,24.722427,36.717247,23.674847,13.669606,84.91166,13.996751,1.9644489,1.8468113,15.116711,51.220222,37.757973,51.42325,118.75194,20.488098,0.96406555,0.6471596,8.310027,72.93999,61.34459,79.615875,36.907295,5.7918034,1.036789,1.409193,22.544287,114.72652,90.79881,41.786217,57.1749,14.179217,2.5702085,3.5549402,16.54531,47.11789,46.414696,49.1091,50.4297,9.866133,1.9687576,1.9547024,10.422251,24.824055,17.533535,27.256004,64.90519,8.876954,1.8068676,1.7193794,12.354195,84.402214,75.661255,54.31844,56.55408,16.408123,2.3954182,1.8584518,14.898499,86.97056,55.580986,38.344597,61.804646,16.524868,1.7851477,1.135993,7.4060245,23.572245,21.23871,34.185715
