0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
19.53334,31.089727,19.769245,12.371792,8.748707,4.964139,2.853837,4.243596,17.033375,88.402695,109.89493,23.238451,8.402578,5.6282825,4.2103386,3.2871265,3.328167,39.74877,129.60004,50.707687,2.8743315,3.1102905,6.069311,3.728239,4.1923313,21.8769,106.41502,42.78456,1.6410007,0.6999788,3.6666884,4.8743725,93.958984,43.371788,13.348724,11.079496,8.80765,6.8051834,3.8896713,16.987148,124.63598,115.87424,75.74884,10.023063,2.5436401,1.151226,1.451355,21.371778,12.2741165,44.776993,120.71277,52.848656,5.2383766,2.0511627,2.3640347,3.815258,5.6463203,24.212835,109.68435,58.79744,5.035883,1.6154747,1.7922802,2.4949265,96.82065,15.869225,6.023033,10.917935,9.556416,8.169214,6.3282127,33.615368,131.2283,18.528198,2.7052612,2.4180584,2.3128986,2.4819794,8.517965,94.67948,33.079475,8.517815,9.866718,11.384647,10.279526,11.392241,19.776878,35.01542,11.861443,6.45125,12.489747,13.60771,10.574341,8.159094,12.187182,11.894928,46.497444,10.023069,6.2487545,9.428196,6.005123,4.197419,3.6615462,20.297441,116.746414,14.282061,3.9024982,5.0845375,2.594862,2.0486755,7.3948708,80.058846,42.78209,5.7255535,2.4384842,3.9974298,5.687208,9.138453,18.435938,42.53072,10.838478,3.7743368,2.1615505,4.269255,6.048702,6.5179605,9.9436,11.520492
18.585785,3.4627686,1.6116543,1.6796141,4.582519,20.462784,47.79604,36.922318,20.284824,4.029213,2.1133194,3.2361984,4.3430614,28.255661,98.414345,75.83482,59.22003,7.3203783,3.4368916,4.1002865,4.673169,13.184473,59.23631,97.9872,33.501633,9.805816,7.41101,9.2524395,9.165033,6.2200594,7.310679,24.194185,14.158585,9.650477,14.508091,14.110025,15.35599,22.572824,29.983822,20.300945,20.7347,8.527424,13.378567,10.436921,12.669931,26.11,64.81226,48.32036,126.229515,23.847898,3.8381424,1.7410393,2.0387573,5.113209,23.792866,105.41082,92.98072,21.103561,9.883506,12.3721695,14.815484,8.692552,5.8252516,32.187687,11.21048,36.847885,92.08109,47.129387,10.27829,4.216814,2.8026056,3.8868103,12.611462,51.828407,118.98363,59.53717,9.521085,3.8025475,3.0388603,3.9545975,121.07457,113.8642,71.75735,10.789684,2.0809536,1.3753357,1.7346992,18.747608,87.58899,35.59875,8.443357,9.297765,14.362512,14.896477,10.165081,19.68607,16.951462,35.883545,63.634384,22.288027,4.2880144,2.5145454,4.1683006,5.9611397,11.592161,45.915913,108.96447,38.92881,6.0194016,5.297756,8.077667,6.4725018,23.187738,73.53388,78.57615,16.967634,8.449871,8.627813,8.220129,6.724888,19.11,19.912647,10.792878,8.663428,11.430415,12.155341,9.394817,7.783147
46.629013,18.035482,7.1967793,5.0322704,7.080634,16.080639,22.790344,33.822575,30.490355,15.119356,8.522629,9.870941,31.041975,90.88698,62.616196,31.141935,39.016132,13.370946,5.1032066,6.5838337,30.961298,88.80643,58.712982,35.58387,43.593525,24.154854,11.632265,9.512924,12.170959,15.4645,12.590328,20.851624,36.503235,16.258057,12.067753,15.683874,26.832268,47.33229,43.687027,39.148346,15.051693,4.961197,4.7354355,13.467763,45.516182,113.29027,85.313034,25.161278,108.66109,32.04515,5.0773735,3.6128426,10.258043,53.906307,45.55487,60.264584,85.67109,33.42578,12.641929,13.522581,17.958002,23.52258,20.35162,42.158092,20.396828,26.309668,40.958023,55.65158,39.287117,19.103228,11.487104,13.070976,13.035309,17.65162,54.593597,94.96796,61.49364,30.18706,9.603291,5.5482903,96.9516,45.38066,33.022575,25.067738,9.690359,7.9386444,12.380592,47.964554,66.05803,17.025782,7.2644935,8.619394,15.525866,26.045155,39.37424,57.47107,22.441942,21.8258,28.19358,31.280659,12.990327,7.1645184,8.819356,12.112926,12.141869,21.62258,72.98377,91.97757,27.761261,7.774229,6.338707,7.1322803,19.506493,31.96452,70.612946,63.58379,23.338747,9.445143,5.7807255,10.261267,23.258072,17.154837,16.235474,14.6032295,13.267744,10.241943,14.083876,18.409678
50.039204,14.464053,5.313719,5.9640503,8.215676,8.045746,10.32353,28.248383,86.53904,43.562065,22.79412,22.241821,14.068634,5.7582417,6.0065937,30.035952,18.490162,19.307194,35.709152,68.526276,45.545692,13.869293,5.333391,9.777712,14.169909,14.271244,22.055561,35.529373,20.294096,8.359479,5.6470613,12.183019,81.156876,28.964043,12.506542,16.267975,16.516346,11.663386,9.964013,29.222218,120.20923,64.467255,17.548994,14.343161,8.418345,4.2156334,5.60128,42.56534,24.790733,25.38562,42.973835,79.29405,48.287514,18.303923,13.552319,11.297379,17.304062,24.13726,47.84651,63.08497,28.258173,11.424831,11.267982,13.477163,69.61116,32.82025,23.238567,21.741854,17.473852,11.908486,12.509805,29.094774,114.176285,31.101318,6.722334,4.9346313,8.111173,36.40525,59.219025,84.26461,15.209137,4.95739,5.843191,13.166702,28.460789,100.45418,108.48039,41.643826,12.973804,6.140524,9.480391,14.660133,18.035973,48.10462,90.01967,56.268078,23.44772,14.542484,11.87253,11.12744,15.300657,20.90525,16.071907,18.856209,23.31041,8.705911,6.31703,9.6176195,22.74184,64.22558,75.65686,45.24835,7.790924,5.022791,5.591423,6.905278,17.924833,83.21265,93.56539,27.905256,16.493431,5.898697,3.4476962,2.1405516,3.885602,24.581713,58.088146,39.63069
29.938932,19.549604,22.636135,25.058548,14.900758,7.1882963,8.987306,19.837147,13.480959,23.002531,81.829575,89.41214,31.10944,7.9466496,3.788887,6.244234,19.427444,43.898304,87.351326,52.137444,10.882965,5.297741,4.0637016,7.1577663,21.638668,36.015305,29.122143,16.722649,12.374038,7.6234045,4.111986,6.913499,93.282455,18.348595,9.160302,10.567421,10.190808,12.5547285,22.142494,63.195877,93.33595,47.969475,87.13478,60.74054,11.648904,5.8956203,7.799011,42.381653,8.498463,37.679436,105.01013,86.017746,52.61058,36.25188,8.806652,4.3026657,11.974716,19.65649,27.323149,36.465652,63.39177,48.399628,13.524173,8.638727,97.69989,24.72009,10.702251,11.402027,12.323131,9.312962,10.404587,41.852406,106.653824,19.307898,5.264761,5.875389,12.834673,46.234024,46.458065,76.73273,10.516647,4.9769516,6.4886093,14.501307,63.890644,112.437584,63.58783,17.618362,15.091492,11.7837515,8.88294,15.066166,52.964317,73.55742,23.727736,12.76851,46.1425,19.516516,8.295186,7.5089073,10.338425,8.944022,7.6844788,19.201015,45.496162,12.091627,5.361265,7.384159,20.017822,55.119682,44.776077,39.57763,14.562414,13.686951,9.720043,13.13743,31.79641,71.98497,39.798985,16.119608,16.094135,14.740457,9.821881,11.3613205,17.152657,20.854973,10.106873,9.8931055
13.633095,14.902373,10.005918,6.656805,8.038451,6.9467425,6.251502,7.0207376,11.216021,37.908264,65.298874,15.93787,8.718942,8.630241,8.42313,6.9644747,12.464464,21.42604,69.72786,32.470394,6.3964796,6.2100906,8.849163,9.325388,12.0561905,9.470396,14.473379,16.156807,6.769208,5.1479163,6.541419,9.46155,78.54735,53.15384,14.319534,8.026611,7.5591364,5.4438286,5.2514114,15.547299,87.63913,115.53241,112.18915,22.958582,2.8314114,1.6508331,1.5651245,10.452633,6.42284,31.023655,119.4822,116.760284,42.121277,4.7632313,1.8372555,2.603447,9.674709,9.357945,26.242598,83.17161,55.37574,9.130174,5.2071095,7.3106976,103.68062,23.863897,8.899368,8.710033,7.2514963,5.0591564,5.2929096,34.834297,122.03546,36.704086,9.440931,5.002981,5.576994,11.677538,24.674566,87.150795,14.352058,5.7691,12.869869,49.923126,85.65967,72.150826,41.92604,19.346191,5.952545,4.751446,9.103537,46.86979,100.692215,49.281166,9.582846,5.514885,41.67456,11.017751,7.041439,6.760359,5.866869,4.721878,7.7869797,29.473347,55.304665,6.6390886,3.1745205,3.7957916,7.7277985,22.068058,71.82248,90.346,8.556288,2.5502071,3.4289646,4.0739727,22.923111,86.402504,92.62422,28.287003,6.8166046,3.949688,4.6272016,7.2011824,29.497019,46.95548,20.292908,7.7839975
14.782464,9.974568,7.0000033,3.409617,6.3163776,17.864393,15.29943,7.169526,10.443523,8.765615,8.059366,5.3248196,7.867238,38.71467,77.68938,19.621454,14.598833,7.796626,7.8389874,7.047985,6.2062464,12.567816,73.23742,49.251404,9.954771,5.734478,6.7824926,8.593224,7.6496944,6.4576178,12.88137,16.918076,14.355942,7.7570543,2.9124012,2.019783,21.268356,122.83351,53.327595,7.771141,3.8899078,1.2371826,0.76838684,1.1044388,11.533943,128.53667,129.93762,27.319206,83.62431,3.9237995,0.72029114,0.74005127,0.95470047,15.92938,120.17531,129.75964,80.861725,10.556474,4.9831314,6.1610165,6.302288,6.7711983,16.274017,67.95769,5.3250237,3.110159,1.6327229,3.4829865,44.782555,123.29669,31.279589,5.6046047,14.268204,8.115765,5.573559,5.663872,21.110163,62.660908,24.613018,9.584652,128.7828,23.454784,3.245823,1.9350758,1.6497688,3.3897629,9.056549,65.223206,127.415436,20.429375,2.412447,2.9350748,6.3022366,9.019873,5.9463024,38.607327,2.76548,3.121502,3.6243343,7.4858775,22.872849,27.63282,6.2683716,2.4322186,15.525354,13.581949,9.596075,8.307871,9.949162,8.293823,3.6581917,5.175091,116.01422,39.378468,5.121443,2.8728752,2.9491549,2.3362198,2.8475533,20.29378,102.67242,22.025417,1.0508642,0.9237642,4.47173,11.000008,7.2457857,20.30224
22.963844,17.734932,19.389584,13.742983,10.650604,19.489948,20.208832,18.50603,15.566303,15.224878,21.17671,31.510021,46.485985,64.18079,41.10041,15.847388,30.983925,11.899582,9.634506,20.638529,48.975853,57.30117,25.650602,20.550232,75.26112,25.879536,8.863461,5.473895,5.5863247,5.357421,7.6465855,27.835354,19.168682,10.867461,12.851406,21.57028,36.341343,63.180756,53.28507,25.39358,9.289234,5.895508,13.8634205,23.90362,41.68679,103.26902,91.84747,24.196764,64.987976,17.542154,11.329271,8.999945,20.27713,61.594246,52.265083,37.566265,115.84354,32.726875,9.317263,6.578314,7.6545944,5.730919,8.200811,53.04824,19.064259,24.955814,45.578274,53.53406,34.216846,22.076294,17.433746,13.024067,9.341213,27.349396,94.10457,94.02829,37.07633,20.666672,13.357481,6.2248077,51.248985,35.931725,73.574356,62.100452,20.30118,7.8312645,7.409586,17.080355,110.36539,31.24094,11.8273115,6.823329,7.88356,5.5583115,8.184778,52.494064,21.899605,20.377506,19.68272,16.289158,11.281126,12.341355,17.951805,17.839355,20.44172,21.453815,43.542118,51.754936,32.19275,24.056229,24.132526,22.642555,16.46592,14.321244,40.93979,62.35735,44.389545,20.281109,13.297203,13.281142,58.02412,21.369518,13.662658,9.37751,8.345364,5.8996096,7.3212786,27.10439
15.757017,4.043598,2.8660402,7.6728954,26.330246,34.551468,35.85976,30.118433,10.738363,2.015627,1.9190559,6.7195873,36.16204,66.8629,89.94715,58.71953,20.7819,4.1963005,4.3333416,12.71648,29.218102,41.40502,67.1029,70.59195,21.35514,7.348904,8.190038,16.137074,22.283466,17.398735,16.133976,27.221199,21.485989,7.576316,9.915895,34.25547,58.635612,32.86295,27.255459,33.741398,21.249298,5.0185966,7.492153,55.33334,86.984406,49.196217,42.277294,41.398727,94.164986,24.454826,12.741386,17.66973,16.58881,14.345796,30.523369,85.04661,60.794373,26.302193,26.059185,34.33645,21.351978,9.308406,9.909664,36.79749,32.277206,16.538937,20.177576,51.168156,39.69161,13.8006115,13.401878,22.669756,30.950079,20.557636,37.121502,103.64511,66.73529,9.890948,6.2461586,13.298973,109.5327,68.76933,40.99067,52.464226,15.623075,2.3457298,3.5514832,33.672894,78.81004,42.88469,38.10274,46.806885,19.6418,4.7166348,5.971941,22.277246,29.638634,15.199378,17.663555,32.735188,17.601252,4.750764,5.2274284,14.383198,43.86605,31.302206,45.43608,83.37087,23.953259,3.623045,4.1837997,14.778862,69.00943,66.532616,61.517117,62.17437,12.046751,1.8411503,1.8287506,13.563842,45.140175,29.545143,19.800634,28.79438,16.859808,4.1339684,3.7290096,13.186897
80.67797,30.40409,6.67809,4.3869996,5.352728,4.917816,7.3596106,25.48972,31.503418,29.746572,41.97603,60.160885,40.544556,12.215771,5.0548534,8.852774,7.1369514,19.749998,64.79447,78.30498,37.13011,15.263699,7.917843,3.5615902,7.167774,16.386993,30.02398,31.49656,21.280804,11.691782,7.3972597,5.5753565,115.49316,22.958904,3.3355923,3.006812,4.3869514,6.99317,12.503383,67.18488,86.29801,35.181496,37.342453,36.140434,17.31168,11.650633,13.650635,47.462303,5.301159,19.034237,67.99654,80.1335,51.780758,55.45192,19.520561,4.2225494,7.6782303,13.13014,27.811638,47.414383,68.08899,55.527542,13.695207,4.380184,99.47954,20.883554,5.181467,4.198597,5.0034447,8.5787525,20.09246,72.7056,77.45208,11.475982,3.893938,2.9109573,7.352804,68.8766,98.12324,89.03073,8.205467,6.955364,6.9418316,7.3870306,29.109592,117.106094,102.215836,17.750038,20.544533,18.47259,13.102743,13.126736,36.078766,75.60289,34.876728,12.000006,32.65069,16.03082,7.0034504,4.8801556,5.681512,9.089041,14.133577,24.58906,27.69861,18.154116,10.979479,9.089017,14.51028,46.85951,57.191776,32.068497,21.962355,29.719181,20.137012,12.349331,17.140408,48.7808,33.027397,11.48286,20.688345,23.821938,14.736296,8.859584,9.386967,15.054794,8.109594,8.356143
